Airtable UUID,Total_Covered_Lives,Weight_Rank_1_to_5
CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty,68549,3
CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T,68549,3
CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S,68549,3
CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard ,68549,3
CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty,68549,3
CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan,68549,3
CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P,68549,3
CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard ,68549,3
CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage,68549,3
CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P,68549,3
CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S,68549,3
CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T,68549,3
CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe,68549,3
CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty,68549,3
CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan,68549,3
CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar,68549,3
CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G,68549,3
CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven,68549,3
CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan,68549,3
CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar,68549,3
CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic,68549,3
CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe,68549,3
CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National ,68549,3
CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National ,68549,3
CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National ,68549,3
CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National ,68549,3
CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ,68549,3
CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National ,91576,3
CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P,91576,3
CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage,91576,3
CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav,91576,3
CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan,91576,3
CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty,91576,3
CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T,91576,3
CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S,91576,3
CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard ,91576,3
CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty,91576,3
CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan,91576,3
CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P,91576,3
CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard ,91576,3
CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage,91576,3
CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P,91576,3
CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S,91576,3
CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T,91576,3
CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe,91576,3
CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty,91576,3
CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan,91576,3
CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar,91576,3
CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G,91576,3
CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven,91576,3
CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan,91576,3
CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar,91576,3
CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic,91576,3
CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe,91576,3
CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National ,91576,3
CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National ,91576,3
CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National ,91576,3
CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National ,91576,3
CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ,91576,3
CHIR_IDrecbkwrMwOqsqiMsm-137645-ORMarketplace For,17319,2
CHIR_IDrec5KejXXbPSAUPPy-149898-WAMarketplace For,221164,4
