Document Title,uuid_formula,UUID_dupe,airtable_record_id,New State Grouping
Connecticut Advantage 4 Tier Prescription Drug List (Health Plan),CHIR_IDrecqEdGQEycz1eb0o-229147-CTConnecticut Adv,CHIR_IDrecqEdGQEycz1eb0o-229147-CTConnecticut Adv,recqEdGQEycz1eb0o,Only 1 State(s): CT
Connecticut Traditional 3 Tier Prescription Drug List (Health Plan),CHIR_IDrecOlLecBBg1zJ4YG-229146-CTConnecticut Tra,CHIR_IDrecOlLecBBg1zJ4YG-229146-CTConnecticut Tra,recOlLecBBg1zJ4YG,Only 1 State(s): CT
Essential 4-Tier Prescription Drug List (Health Plan),CHIR_IDrecTs7lLweXRy6EOs-153163-AKEssential 4-Tie,CHIR_IDrecTs7lLweXRy6EOs-153163-AKEssential 4-Tie,recTs7lLweXRy6EOs,All States
Louisiana Advantage 3-Tier Prescription Drug List (Health Plan),CHIR_IDrecgukDkKdbyVLLB7-229134-LALouisiana Advan,CHIR_IDrecgukDkKdbyVLLB7-229134-LALouisiana Advan,recgukDkKdbyVLLB7,Only 1 State(s): LA
Louisiana Essential 4-Tier Drug List (Health Plan),CHIR_IDrecykgzra7JE2sL7o-267554-LALouisiana Essen,CHIR_IDrecykgzra7JE2sL7o-267554-LALouisiana Essen,recykgzra7JE2sL7o,Only 1 State(s): LA
New Mexico Advantage Large Group 3-Tier Prescription Drug List (Health Plan),CHIR_IDrecPdRw84rrnkmbty-287363-NMNew Mexico Adva,CHIR_IDrecPdRw84rrnkmbty-287363-NMNew Mexico Adva,recPdRw84rrnkmbty,Only 1 State(s): NM
New Mexico Advantage Large Group 4-Tier Prescription Drug List (Health Plan),CHIR_IDrecLD7amneYLQvyjB-287364-NMNew Mexico Adva,CHIR_IDrecLD7amneYLQvyjB-287364-NMNew Mexico Adva,recLD7amneYLQvyjB,Only 1 State(s): NM
New Mexico Essential Large Group 4-Tier Prescription Drug List (Health Plan),CHIR_IDrecQzzcRla6TEH3VF-287367-NMNew Mexico Esse,CHIR_IDrecQzzcRla6TEH3VF-287367-NMNew Mexico Esse,recQzzcRla6TEH3VF,Only 1 State(s): NM
Texas Advantage 3-Tier Prescription Drug List (Health Plan),CHIR_IDreceUVElnf7Nsi91T-151347-TXTexas Advantage,CHIR_IDreceUVElnf7Nsi91T-151347-TXTexas Advantage,receUVElnf7Nsi91T,Only 1 State(s): TX
Texas Essential 4-Tier Drug List (Health Plan),CHIR_IDreccczwXcarnX9z3T-267555-TXTexas Essential,CHIR_IDreccczwXcarnX9z3T-267555-TXTexas Essential,reccczwXcarnX9z3T,Only 1 State(s): TX
United Healthcare Advantage 3-Tier Prescription Drug List (Health Plan),CHIR_IDrecOfsIoR4PwWMAQ8-137632-AKUnited Healthca,CHIR_IDrecOfsIoR4PwWMAQ8-137632-AKUnited Healthca,recOfsIoR4PwWMAQ8,All States
United Healthcare Advantage 4-Tier Prescription Drug List (Health Plan),CHIR_IDrecIS7whWQ8iq2JH0-137652-AKUnited Healthca,CHIR_IDrecIS7whWQ8iq2JH0-137652-AKUnited Healthca,recIS7whWQ8iq2JH0,All States
United Healthcare Pharmacy Benefit Programs Drug List (Health Plan),CHIR_IDreckvbmif9yV4s5RY-152009-AKUnited Healthca,,reckvbmif9yV4s5RY,All States
Clinical Criteria (Maryland),CHIR_IDrec9KHMPEmRVxzv14-265386-MDClinical Criter,CHIR_IDrec9KHMPEmRVxzv14-265386-MDClinical Criter,rec9KHMPEmRVxzv14,Only 1 State(s): MD
Clinical Criteria (North Carolina),CHIR_IDrecX77qTSxbyqAdGf-265387-NCClinical Criter,CHIR_IDrecX77qTSxbyqAdGf-265387-NCClinical Criter,recX77qTSxbyqAdGf,Only 1 State(s): NC
Clinical Criteria (New Mexico),CHIR_IDrecLoGOmCowEFRAEj-340782-NMClinical Criter,CHIR_IDrecLoGOmCowEFRAEj-340782-NMClinical Criter,recLoGOmCowEFRAEj,Only 1 State(s): NM
Clinical Criteria (Colorado),CHIR_IDrecwXGygv1b5pDPra-340769-COClinical Criter,CHIR_IDrecwXGygv1b5pDPra-340769-COClinical Criter,recwXGygv1b5pDPra,Only 1 State(s): CO
